"","species","genus","family","other","ncbi","custom","rank"
"7588","Oreophryne variabilis","Oreophryne","Microhylidae",NA,1,NA,"species"
"7589","Microhyla berdmorei","Microhyla","Microhylidae",NA,7,NA,"species"
"7590","Metaphrynella sundana","Metaphrynella","Microhylidae",NA,2,NA,"species"
"7591","Uperodon obscurus","Uperodon","Microhylidae",NA,1,NA,"species"
"7592",NA,"Kaloula","Microhylidae",NA,2,NA,"genus"
"7593","Kaloula kokacii","Kaloula","Microhylidae",NA,5,NA,"species"
"7594","Kaloula sp. East Luzon","Kaloula","Microhylidae",NA,2,NA,"species"
"7595","Kaloula kalingensis","Kaloula","Microhylidae",NA,3,NA,"species"
"7596","Kaloula rigida","Kaloula","Microhylidae",NA,1,NA,"species"
"7597","Tachysurus nitidus","Tachysurus","Bagridae",NA,1,NA,"species"
"7598","Emberiza rustica","Emberiza","Fringillidae",NA,1,NA,"species"
"7599","Pyrgilauda ruficollis","Pyrgilauda","Passeridae",NA,1,NA,"species"
"7600","Hemidactylus sp. 1 AMD-2013","Hemidactylus","Gekkonidae",NA,1,NA,"species"
"7601","Sphaerodactylus klauberi","Sphaerodactylus","Sphaerodactylidae",NA,1,NA,"species"
"7602","Sphaerodactylus levinsi","Sphaerodactylus","Sphaerodactylidae",NA,1,NA,"species"
"7603","Sphaerodactylus grandisquamis","Sphaerodactylus","Sphaerodactylidae",NA,3,NA,"species"
"7604","Sphaerodactylus sp. 1 AMD-2013","Sphaerodactylus","Sphaerodactylidae",NA,2,NA,"species"
"7605","Sphaerodactylus nicholsi","Sphaerodactylus","Sphaerodactylidae",NA,6,NA,"species"
"7606","Sphaerodactylus monensis","Sphaerodactylus","Sphaerodactylidae",NA,3,NA,"species"
"7607","Sphaerodactylus townsendi","Sphaerodactylus","Sphaerodactylidae",NA,1,NA,"species"
"7608","Heterodontus zebra","Heterodontus","Heterodontidae",NA,1,NA,"species"
"7609","Spinibarbus denticulatus","Spinibarbus","Cyprinidae",NA,1,NA,"species"
"7610","Psenes pellucidus","Psenes","Nomeidae",NA,1,NA,"species"
"7611","Eleutheronema tetradactylum","Eleutheronema","Polynemidae",NA,2,NA,"species"
"7612","Spheniscus demersus","Spheniscus","Spheniscidae",NA,1,NA,"species"
"7613","Hongeo koreana","Hongeo","Rajidae",NA,1,NA,"species"
"7614","Raja rhina","Raja","Rajidae",NA,1,NA,"species"
"7615","Emberiza rutila","Emberiza","Fringillidae",NA,1,NA,"species"
"7616","Strix leptogrammica","Strix","Strigidae",NA,1,NA,"species"
"7617","Epinephelus sexfasciatus","Epinephelus","Serranidae",NA,1,NA,"species"
"7618","Rhynchocypris cf. lagowskii CF-2013","Rhynchocypris","Leuciscidae",NA,1,NA,"species"
"7619","Rana pyrenaica","Rana","Ranidae",NA,1,NA,"species"
"7620","Oocatochus rufodorsatus","Oocatochus","Colubridae",NA,1,NA,"species"
"7621","Lacerta agilis","Lacerta","Lacertidae",NA,3,NA,"species"
"7622","Dryaderces pearsoni","Dryaderces","Hylidae",NA,3,NA,"species"
"7623","Osteocephalus cabrerai","Osteocephalus","Hylidae",NA,2,NA,"species"
"7624","Osteocephalus cannatellai","Osteocephalus","Hylidae",NA,1,NA,"species"
"7625","Hyla helenae","Hyla","Hylidae",NA,5,NA,"species"
"7626","Osteocephalus heyeri","Osteocephalus","Hylidae",NA,1,NA,"species"
"7627","Osteocephalus leoniae","Osteocephalus","Hylidae",NA,3,NA,"species"
"7628","Osteocephalus leprieurii","Osteocephalus","Hylidae",NA,1,NA,"species"
"7629","Osteocephalus mimeticus","Osteocephalus","Hylidae",NA,3,NA,"species"
"7630","Osteocephalus mutabor","Osteocephalus","Hylidae",NA,1,NA,"species"
"7631","Osteocephalus subtilis","Osteocephalus","Hylidae",NA,2,NA,"species"
"7632","Osteocephalus yasuni","Osteocephalus","Hylidae",NA,2,NA,"species"
"7633","Hyla warreni","Hyla","Hylidae",NA,1,NA,"species"
"7634","Protobothrops dabieshanensis","Protobothrops","Viperidae",NA,2,NA,"species"
"7635","Glyphis glyphis","Glyphis","Carcharhinidae",NA,1,NA,"species"
"7636","Dendropsophus manonegra","Dendropsophus","Hylidae",NA,1,NA,"species"
"7637","Ara ararauna","Ara","Psittacidae",NA,2,NA,"species"
"7638","Rhynchopsitta terrisi","Rhynchopsitta","Psittacidae",NA,1,NA,"species"
"7639","Python bivittatus","Python","Pythonidae",NA,1,NA,"species"
"7640","Phrynobatrachus jimzimkusi","Phrynobatrachus","Phrynobatrachidae",NA,1,NA,"species"
"7641","Phrynobatrachus ruthbeateae","Phrynobatrachus","Phrynobatrachidae",NA,1,NA,"species"
"7642","Pygoscelis antarcticus","Pygoscelis","Spheniscidae",NA,3,NA,"species"
"7643","Alopias pelagicus","Alopias","Alopiidae",NA,1,NA,"species"
"7644","Protobothrops maolanensis","Protobothrops","Viperidae",NA,1,NA,"species"
"7645","Protobothrops mangshanensis","Protobothrops","Viperidae",NA,1,NA,"species"
"7646","Luciogobius pallidus","Luciogobius","Gobiidae",NA,1,NA,"species"
"7647","Pseudorasbora elongata","Pseudorasbora","Gobionidae",NA,1,NA,"species"
"7648","Polypedates braueri","Polypedates","Rhacophoridae",NA,1,NA,"species"
"7649","Coilia mystus","Coilia","Engraulidae",NA,2,NA,"species"
"7650","Emberiza aureola","Emberiza","Fringillidae",NA,2,NA,"species"
"7651","Orectolobus japonicus","Orectolobus","Orectolobidae",NA,1,NA,"species"
"7652","Solea ovata","Solea","Soleidae",NA,1,NA,"species"
"7653","Ptyas major","Ptyas","Colubridae",NA,3,NA,"species"
"7654","Saurogobio dumerili","Saurogobio","Gobionidae",NA,1,NA,"species"
"7655","Uroplatus alluaudi","Uroplatus","Gekkonidae",NA,1,NA,"species"
"7656","Mesocottus haitej","Mesocottus","Cottidae",NA,1,NA,"species"
"7657","Rhodeus shitaiensis","Rhodeus","Acheilognathidae",NA,1,NA,"species"
"7658","Clarias fuscus","Clarias","Clariidae",NA,1,NA,"species"
"7659","Pseudogobius javanicus","Pseudogobius","Gobiidae",NA,2,NA,"species"
"7660","Nanorana taihangnica","Nanorana","Dicroglossidae",NA,2,NA,"species"
"7661","Quasipaa verrucospinosa","Quasipaa","Dicroglossidae",NA,1,NA,"species"
"7662","Quasipaa shini","Quasipaa","Dicroglossidae",NA,1,NA,"species"
"7663","Quasipaa jiulongensis","Quasipaa","Dicroglossidae",NA,1,NA,"species"
"7664","Betta akarensis","Betta","Osphronemidae",NA,1,NA,"species"
"7665","Betta antoni","Betta","Osphronemidae",NA,1,NA,"species"
"7666","Betta aurigans","Betta","Osphronemidae",NA,1,NA,"species"
"7667","Betta balunga","Betta","Osphronemidae",NA,1,NA,"species"
"7668","Betta bellica","Betta","Osphronemidae",NA,3,NA,"species"
"7669","Betta burdigala","Betta","Osphronemidae",NA,2,NA,"species"
"7670","Betta pugnax","Betta","Osphronemidae",NA,3,NA,"species"
"7671","Betta ferox","Betta","Osphronemidae",NA,1,NA,"species"
"7672","Betta chini","Betta","Osphronemidae",NA,1,NA,"species"
"7673","Betta pardalotos","Betta","Osphronemidae",NA,1,NA,"species"
"7674","Betta foerschi","Betta","Osphronemidae",NA,1,NA,"species"
"7675","Betta pulchra","Betta","Osphronemidae",NA,5,NA,"species"
"7676","Betta ideii","Betta","Osphronemidae",NA,1,NA,"species"
"7677","Betta krataios","Betta","Osphronemidae",NA,1,NA,"species"
"7678","Betta sp. SL-2013e","Betta","Osphronemidae",NA,1,NA,"species"
"7679","Betta lehi","Betta","Osphronemidae",NA,1,NA,"species"
"7680","Betta livida","Betta","Osphronemidae",NA,2,NA,"species"
"7681","Betta sp. SL-2013a","Betta","Osphronemidae",NA,1,NA,"species"
"7682","Betta midas","Betta","Osphronemidae",NA,2,NA,"species"
"7683","Betta sp. SL-2013c","Betta","Osphronemidae",NA,1,NA,"species"
"7684","Betta pallifina","Betta","Osphronemidae",NA,1,NA,"species"
"7685","Betta persephone","Betta","Osphronemidae",NA,1,NA,"species"
"7686","Betta stigmosa","Betta","Osphronemidae",NA,2,NA,"species"
"7687","Betta prima","Betta","Osphronemidae",NA,2,NA,"species"
"7688","Betta kuehnei","Betta","Osphronemidae",NA,1,NA,"species"
"7689","Betta renata","Betta","Osphronemidae",NA,1,NA,"species"
"7690","Betta rubra","Betta","Osphronemidae",NA,1,NA,"species"
"7691","Betta stiktos","Betta","Osphronemidae",NA,1,NA,"species"
"7692","Betta spilotogena","Betta","Osphronemidae",NA,2,NA,"species"
"7693","Betta splendens","Betta","Osphronemidae",NA,2,NA,"species"
"7694","Betta uberis","Betta","Osphronemidae",NA,1,NA,"species"
"7695","Betta tomi","Betta","Osphronemidae",NA,1,NA,"species"
"7696",NA,"Johnius","Sciaenidae",NA,1,NA,"genus"
"7697","Metzia formosae","Metzia","Xenocyprididae",NA,1,NA,"species"
"7698","Ficedula albicollis","Ficedula","Muscicapidae",NA,2,NA,"species"
"7699","Trimeresurus albolabris","Trimeresurus","Viperidae",NA,3,NA,"species"
"7700","Emberiza cioides","Emberiza","Fringillidae",NA,1,NA,"species"
"7701","Pseudobagrus trilineatus","Pseudobagrus","Bagridae",NA,1,NA,"species"
"7702","Rhinogobius similis","Rhinogobius","Gobiidae",NA,2,NA,"species"
"7703","Agonostomus catalai","Agonostomus","Mugilidae",NA,1,NA,"species"
"7704","Cestraeus goldiei","Cestraeus","Mugilidae",NA,1,NA,"species"
"7705","Chelon dumerili","Chelon","Mugilidae",NA,1,NA,"species"
"7706","Chelon richardsonii","Chelon","Mugilidae",NA,1,NA,"species"
"7707","Moolgarda seheli","Moolgarda","Mugilidae",NA,1,NA,"species"
"7708","Crenimugil buchanani","Crenimugil","Mugilidae",NA,1,NA,"species"
"7709","Ellochelon vaigiensis","Ellochelon","Mugilidae",NA,1,NA,"species"
"7710","Gracilimugil argenteus","Gracilimugil","Mugilidae",NA,1,NA,"species"
"7711","Mugil bananensis","Mugil","Mugilidae",NA,1,NA,"species"
"7712","Mugil capurrii","Mugil","Mugilidae",NA,1,NA,"species"
"7713","Mugil hospes","Mugil","Mugilidae",NA,1,NA,"species"
"7714","Mugil incilis","Mugil","Mugilidae",NA,1,NA,"species"
"7715",NA,"Mugil","Mugilidae",NA,1,NA,"genus"
"7716","Mugil rubrioculus","Mugil","Mugilidae",NA,1,NA,"species"
"7717","Mugil trichodon","Mugil","Mugilidae",NA,1,NA,"species"
"7718","Mugil thoburni","Mugil","Mugilidae",NA,1,NA,"species"
"7719","Myxus elongatus","Myxus","Mugilidae",NA,1,NA,"species"
"7720","Neochelon falcipinnis","Neochelon","Mugilidae",NA,1,NA,"species"
"7721","Neomyxus leuciscus","Neomyxus","Mugilidae",NA,1,NA,"species"
"7722","Moolgarda perusii","Moolgarda","Mugilidae",NA,1,NA,"species"
"7723","Valamugil robustus","Valamugil","Mugilidae",NA,1,NA,"species"
"7724","Valamugil speigleri","Valamugil","Mugilidae",NA,1,NA,"species"
"7725","Parachelon grandisquamis","Parachelon","Mugilidae",NA,1,NA,"species"
"7726","Planiliza macrolepis","Planiliza","Mugilidae",NA,2,NA,"species"
"7727","Chelon planiceps","Chelon","Mugilidae",NA,1,NA,"species"
"7728","Planiliza subviridis","Planiliza","Mugilidae",NA,1,NA,"species"
"7729","Planiliza abu","Planiliza","Mugilidae",NA,1,NA,"species"
"7730","Planiliza alata","Planiliza","Mugilidae",NA,1,NA,"species"
"7731","Planiliza haematocheilus","Planiliza","Mugilidae",NA,1,NA,"species"
"7732","Planiliza ordensis","Planiliza","Mugilidae",NA,1,NA,"species"
"7733","Oedalechilus labiosus","Oedalechilus","Mugilidae",NA,1,NA,"species"
"7734","Trachystoma petardi","Trachystoma","Mugilidae",NA,1,NA,"species"
"7735","Pristis clavata","Pristis","Pristidae",NA,1,NA,"species"
"7736","Misgurnus mohoity","Misgurnus","Cobitidae",NA,1,NA,"species"
"7737","Ptychadena uzungwensis","Ptychadena","Ptychadenidae",NA,2,NA,"species"
"7738","Mobula birostris","Mobula","Myliobatidae",NA,1,NA,"species"
"7739","Acanthogobius flavimanus","Acanthogobius","Gobiidae",NA,1,NA,"species"
"7740","Acanthogobius lactipes","Acanthogobius","Gobiidae",NA,1,NA,"species"
"7741","Acentrogobius caninus","Acentrogobius","Gobiidae",NA,1,NA,"species"
"7742","Acentrogobius janthinopterus","Acentrogobius","Gobiidae",NA,1,NA,"species"
"7743","Yongeichthys nebulosus","Yongeichthys","Gobiidae",NA,1,NA,"species"
"7744","Amblyeleotris gymnocephala","Amblyeleotris","Gobiidae",NA,1,NA,"species"
"7745","Amoya gracilis","Amoya","Gobiidae",NA,1,NA,"species"
"7746","Amoya sp. NMBE 1066522","Amoya","Gobiidae",NA,1,NA,"species"
"7747","Apocryptes bato","Apocryptes","Gobiidae",NA,1,NA,"species"
"7748","Apocryptodon sp. NMBE 1066525","Apocryptodon","Gobiidae",NA,1,NA,"species"
"7749","Arenigobius bifrenatus","Arenigobius","Gobiidae",NA,1,NA,"species"
"7750","Awaous banana","Awaous","Gobiidae",NA,1,NA,"species"
"7751","Awaous flavus","Awaous","Gobiidae",NA,1,NA,"species"
"7752","Babka gymnotrachelus","Babka","Gobiidae",NA,1,NA,"species"
"7753","Bathygobius lineatus","Bathygobius","Gobiidae",NA,1,NA,"species"
"7754",NA,"Bathygobius","Gobiidae",NA,1,NA,"genus"
"7755","Bathygobius sp. NMBE 1066533","Bathygobius","Gobiidae",NA,1,NA,"species"
"7756","Benthophilus sp. NMBE 1066575","Benthophilus","Gobiidae",NA,1,NA,"species"
"7757","Bollmannia macropoma","Bollmannia","Gobiidae",NA,1,NA,"species"
"7758","Bostrychus zonatus","Bostrychus","Eleotridae",NA,1,NA,"species"
"7759","Brachygobius doriae","Brachygobius","Gobiidae",NA,1,NA,"species"
"7760","Brachygobius nunus","Brachygobius","Gobiidae",NA,1,NA,"species"
"7761","Bryaninops cf. yongei NMBE 1066540","Bryaninops","Gobiidae",NA,1,NA,"species"
"7762",NA,"Butis","Eleotridae",NA,1,NA,"genus"
"7763","Callogobius sclateri","Callogobius","Gobiidae",NA,1,NA,"species"
"7764","Chlamydogobius eremius","Chlamydogobius","Gobiidae",NA,1,NA,"species"
"7765","Chriolepis dialepta","Chriolepis","Gobiidae",NA,1,NA,"species"
"7766","Chromogobius britoi","Chromogobius","Gobiidae",NA,1,NA,"species"
"7767","Clariger cosmurus","Clariger","Gobiidae",NA,2,NA,"species"
"7768","Clevelandia ios","Clevelandia","Gobiidae",NA,1,NA,"species"
"7769","Corcyrogobius liechtensteini","Corcyrogobius","Gobiidae",NA,1,NA,"species"
"7770","Coryogalops anomolus","Coryogalops","Gobiidae",NA,1,NA,"species"
"7771","Coryphopterus urospilus","Coryphopterus","Gobiidae",NA,1,NA,"species"
"7772","Cotylopus rubripinnis","Cotylopus","Gobiidae",NA,1,NA,"species"
"7773","Cryptocentroides gobioides","Cryptocentroides","Gobiidae",NA,1,NA,"species"
"7774","Cryptocentrus caeruleomaculatus","Cryptocentrus","Gobiidae",NA,1,NA,"species"
"7775","Cryptocentrus cinctus","Cryptocentrus","Gobiidae",NA,1,NA,"species"
"7776","Ctenogobiops feroculus","Ctenogobiops","Gobiidae",NA,1,NA,"species"
"7777","Deltentosteus collonianus","Deltentosteus","Gobiidae",NA,1,NA,"species"
"7778","Didogobius kochi","Didogobius","Gobiidae",NA,1,NA,"species"
"7779","Discordipinna griessingeri","Discordipinna","Gobiidae",NA,1,NA,"species"
"7780","Dormitator latifrons","Dormitator","Eleotridae",NA,1,NA,"species"
"7781","Dormitator maculatus","Dormitator","Eleotridae",NA,1,NA,"species"
"7782","Drombus kranjiensis","Drombus","Gobiidae",NA,1,NA,"species"
"7783","Drombus triangularis","Drombus","Gobiidae",NA,1,NA,"species"
"7784","Economidichthys pygmaeus","Economidichthys","Gobiidae",NA,1,NA,"species"
"7785","Eleotris picta","Eleotris","Eleotridae",NA,1,NA,"species"
"7786",NA,"Eleotris","Eleotridae",NA,2,NA,"genus"
"7787","Erotelis cf. armiger NMBE 1066560","Erotelis","Eleotridae",NA,1,NA,"species"
"7788","Erotelis smaragdus","Erotelis","Eleotridae",NA,1,NA,"species"
"7789","Eucyclogobius newberryi","Eucyclogobius","Gobiidae",NA,2,NA,"species"
"7790","Eugnathogobius variegatus","Eugnathogobius","Gobiidae",NA,2,NA,"species"
"7791","Eviota abax","Eviota","Gobiidae",NA,1,NA,"species"
"7792","Evorthodus minutus","Evorthodus","Gobiidae",NA,1,NA,"species"
"7793","Favonigobius gymnauchen","Favonigobius","Gobiidae",NA,1,NA,"species"
"7794","Favonigobius reichei","Favonigobius","Gobiidae",NA,2,NA,"species"
"7795","Gammogobius steinitzi","Gammogobius","Gobiidae",NA,1,NA,"species"
"7796","Glossogobius aureus","Glossogobius","Gobiidae",NA,1,NA,"species"
"7797","Glossogobius giuris","Glossogobius","Gobiidae",NA,3,NA,"species"
"7798","Gnatholepis anjerensis","Gnatholepis","Gobiidae",NA,1,NA,"species"
"7799","Gobiodon citrinus","Gobiodon","Gobiidae",NA,1,NA,"species"
"7800","Gobiodon histrio","Gobiodon","Gobiidae",NA,1,NA,"species"
"7801","Gobioides broussonnetii","Gobioides","Gobiidae",NA,1,NA,"species"
"7802","Gobioides peruanus","Gobioides","Gobiidae",NA,1,NA,"species"
"7803","Gobiomorphus cotidianus","Gobiomorphus","Eleotridae",NA,1,NA,"species"
"7804","Gobiomorus dormitor","Gobiomorus","Eleotridae",NA,2,NA,"species"
"7805","Gobiomorus maculatus","Gobiomorus","Eleotridae",NA,2,NA,"species"
"7806","Gobionellus microdon","Gobionellus","Gobiidae",NA,1,NA,"species"
"7807","Gobionellus stomatus","Gobionellus","Gobiidae",NA,1,NA,"species"
"7808","Gobiopsis arenaria","Gobiopsis","Gobiidae",NA,1,NA,"species"
"7809",NA,"Gobiopterus","Gobiidae",NA,1,NA,"genus"
"7810","Gobiopterus sp. NMBE 1066470","Gobiopterus","Gobiidae",NA,1,NA,"species"
"7811","Gobiosoma yucatanum","Gobiosoma","Gobiidae",NA,1,NA,"species"
"7812","Gobiusculus flavescens","Gobiusculus","Gobiidae",NA,1,NA,"species"
"7813","Gobulus crescentalis","Gobulus","Gobiidae",NA,1,NA,"species"
"7814","Guavina guavina","Guavina","Eleotridae",NA,1,NA,"species"
"7815","Guavina micropus","Guavina","Eleotridae",NA,1,NA,"species"
"7816","Gunnellichthys monostigma","Gunnellichthys","Gobiidae",NA,1,NA,"species"
"7817","Gunnellichthys sp. AMS I.43781-038","Gunnellichthys","Gobiidae",NA,1,NA,"species"
"7818","Gymneleotris seminuda","Gymneleotris","Gobiidae",NA,1,NA,"species"
"7819","Gymnogobius breunigii","Gymnogobius","Gobiidae",NA,1,NA,"species"
"7820","Gymnogobius urotaenia","Gymnogobius","Gobiidae",NA,1,NA,"species"
"7821","Hemigobius hoevenii","Hemigobius","Gobiidae",NA,1,NA,"species"
"7822","Hemigobius mingi","Hemigobius","Gobiidae",NA,1,NA,"species"
"7823","Istigobius nigroocellatus","Istigobius","Gobiidae",NA,1,NA,"species"
"7824","Istigobius sp. NMBE 1066483","Istigobius","Gobiidae",NA,1,NA,"species"
"7825","Kimberleyeleotris hutchinsi","Kimberleyeleotris","Eleotridae",NA,1,NA,"species"
"7826","Orsinigobius croaticus","Orsinigobius","Gobiidae",NA,1,NA,"species"
"7827","Lebetus guilleti","Lebetus","Gobiidae",NA,1,NA,"species"
"7828","Lepidogobius lepidus","Lepidogobius","Gobiidae",NA,1,NA,"species"
"7829","Lesueurigobius sanzi","Lesueurigobius","Gobiidae",NA,1,NA,"species"
"7830","Lethops connectens","Lethops","Gobiidae",NA,1,NA,"species"
"7831","Leucopsarion petersii","Leucopsarion","Gobiidae",NA,2,NA,"species"
"7832","Lophogobius cristulatus","Lophogobius","Gobiidae",NA,1,NA,"species"
"7833","Lophogobius cyprinoides","Lophogobius","Gobiidae",NA,1,NA,"species"
"7834","Lythrypnus dalli","Lythrypnus","Gobiidae",NA,1,NA,"species"
"7835","Lythrypnus rhizophora","Lythrypnus","Gobiidae",NA,1,NA,"species"
"7836","Mahidolia mystacina","Mahidolia","Gobiidae",NA,2,NA,"species"
"7837","Mauligobius maderensis","Mauligobius","Gobiidae",NA,1,NA,"species"
"7838","Microdesmus bahianus","Microdesmus","Gobiidae",NA,1,NA,"species"
"7839","Millerigobius macrocephalus","Millerigobius","Gobiidae",NA,1,NA,"species"
"7840","Mogurnda sp. NMBE 1066568","Mogurnda","Eleotridae",NA,1,NA,"species"
"7841","Mugilogobius wilsoni","Mugilogobius","Gobiidae",NA,1,NA,"species"
"7842","Nemateleotris cf. magnifica NMBE 1066445","Nemateleotris","Gobiidae",NA,1,NA,"species"
"7843","Odondebuenia balearica","Odondebuenia","Gobiidae",NA,1,NA,"species"
"7844","Odontamblyopus sp. NMBE 1066447","Odontamblyopus","Gobiidae",NA,1,NA,"species"
"7845","Odonteleotris macrodon","Odonteleotris","Eleotridae",NA,1,NA,"species"
"7846","Oligolepis sp. NMBE 1066448","Oligolepis","Gobiidae",NA,1,NA,"species"
"7847","Ophiogobius jenynsi","Ophiogobius","Gobiidae",NA,1,NA,"species"
"7848","Oxyeleotris selheimi","Oxyeleotris","Eleotridae",NA,1,NA,"species"
"7849","Oxymetopon cyanoctenosum","Oxymetopon","Gobiidae",NA,1,NA,"species"
"7850","Oxyurichthys stigmalophius","Oxyurichthys","Gobiidae",NA,1,NA,"species"
"7851","Pandaka lidwilli","Pandaka","Gobiidae",NA,1,NA,"species"
"7852","Papuligobius ocellatus","Papuligobius","Gobiidae",NA,1,NA,"species"
"7853","Parapocryptes serperaster","Parapocryptes","Gobiidae",NA,2,NA,"species"
"7854","Parioglossus marginalis","Parioglossus","Gobiidae",NA,1,NA,"species"
"7855","Parrella lucretiae","Parrella","Gobiidae",NA,1,NA,"species"
"7856","Parrella macropteryx","Parrella","Gobiidae",NA,1,NA,"species"
"7857","Periophthalmus barbarus","Periophthalmus","Gobiidae",NA,1,NA,"species"
"7858","Pomatoschistus marmoratus","Pomatoschistus","Gobiidae",NA,1,NA,"species"
"7859","Ponticola syrman","Ponticola","Gobiidae",NA,1,NA,"species"
"7860","Porogobius schlegelii","Porogobius","Gobiidae",NA,1,NA,"species"
"7861","Priolepis hipoliti","Priolepis","Gobiidae",NA,1,NA,"species"
"7862","Prionobutis microps","Prionobutis","Eleotridae",NA,1,NA,"species"
